Year,Factor_1,Factor_2,q_1,q_2,q_12,Interaction_type
2024,DEM,SWE,0.171567932643384,0.44175137386217944,0.6429253946760973,nonlinear enhancement
2024,SLOPE,ASPECT,0.08257760863258823,0.007695472238220757,0.09249523537919035,nonlinear enhancement
2024,SLOPE,WRB,0.08257760863258823,0.5775660768724429,0.5919642306457662,bivariate enhancement
2024,SLOPE,PRE,0.08257760863258823,0.6997989893907769,0.7260367895774638,bivariate enhancement
2024,SLOPE,TEMMAX,0.08257760863258823,0.18704522188265948,0.25988015262488007,bivariate enhancement
2024,SLOPE,TEMMIN,0.08257760863258823,0.09076138180098403,0.27484262770115364,nonlinear enhancement
2024,SLOPE,TEM,0.08257760863258823,0.12671065095977785,0.2513836073588025,nonlinear enhancement
2024,SLOPE,SOIL,0.08257760863258823,0.6806231373839217,0.7044110534633448,bivariate enhancement
2024,SLOPE,AET,0.08257760863258823,0.7214867698396468,0.7609069603498629,bivariate enhancement
2024,SLOPE,SWE,0.08257760863258823,0.44175137386217944,0.47043811557842874,bivariate enhancement
2024,ASPECT,WRB,0.007695472238220757,0.5775660768724429,0.5836626308294042,bivariate enhancement
2024,ASPECT,PRE,0.007695472238220757,0.6997989893907769,0.7048616303768749,bivariate enhancement
2024,ASPECT,TEMMAX,0.007695472238220757,0.18704522188265948,0.19764847138595953,nonlinear enhancement
2024,ASPECT,TEMMIN,0.007695472238220757,0.09076138180098403,0.10794642316821468,nonlinear enhancement
2024,ASPECT,TEM,0.007695472238220757,0.12671065095977785,0.14097524671141226,nonlinear enhancement
2024,ASPECT,SOIL,0.007695472238220757,0.6806231373839217,0.6860015404645019,bivariate enhancement
2024,ASPECT,AET,0.007695472238220757,0.7214867698396468,0.7268337386878949,bivariate enhancement
2024,ASPECT,SWE,0.007695472238220757,0.44175137386217944,0.4531465742843185,nonlinear enhancement
2024,WRB,PRE,0.5775660768724429,0.6997989893907769,0.8053162202889295,bivariate enhancement
2024,WRB,TEMMAX,0.5775660768724429,0.18704522188265948,0.6709395274484871,bivariate enhancement
2024,WRB,TEMMIN,0.5775660768724429,0.09076138180098403,0.7152711818592172,nonlinear enhancement
2024,WRB,TEM,0.5775660768724429,0.12671065095977785,0.6862314970180682,bivariate enhancement
2024,WRB,SOIL,0.5775660768724429,0.6806231373839217,0.7957202741685745,bivariate enhancement
2024,WRB,AET,0.5775660768724429,0.7214867698396468,0.8218720096675682,bivariate enhancement
2024,WRB,SWE,0.5775660768724429,0.44175137386217944,0.7005797342963636,bivariate enhancement
2024,PRE,TEMMAX,0.6997989893907769,0.18704522188265948,0.8002259769668835,bivariate enhancement
2024,PRE,TEMMIN,0.6997989893907769,0.09076138180098403,0.7950616869976896,nonlinear enhancement
2024,PRE,TEM,0.6997989893907769,0.12671065095977785,0.7992628641409171,bivariate enhancement
2024,PRE,SOIL,0.6997989893907769,0.6806231373839217,0.7115651030455139,bivariate enhancement
2024,PRE,AET,0.6997989893907769,0.7214867698396468,0.7349510512111987,bivariate enhancement
2024,PRE,SWE,0.6997989893907769,0.44175137386217944,0.7218155085327616,bivariate enhancement
2024,TEMMAX,TEMMIN,0.18704522188265948,0.09076138180098403,0.5240506488585837,nonlinear enhancement
2024,TEMMAX,TEM,0.18704522188265948,0.12671065095977785,0.3820365664283949,nonlinear enhancement
2024,TEMMAX,SOIL,0.18704522188265948,0.6806231373839217,0.7915241146408252,bivariate enhancement
2024,TEMMAX,AET,0.18704522188265948,0.7214867698396468,0.802363109573207,bivariate enhancement
2024,TEMMAX,SWE,0.18704522188265948,0.44175137386217944,0.6784861997039782,nonlinear enhancement
2024,TEMMIN,TEM,0.09076138180098403,0.12671065095977785,0.3543937606204711,nonlinear enhancement
2024,TEMMIN,SOIL,0.09076138180098403,0.6806231373839217,0.7817731418995395,nonlinear enhancement
2024,TEMMIN,AET,0.09076138180098403,0.7214867698396468,0.7975774440953668,bivariate enhancement
2024,TEMMIN,SWE,0.09076138180098403,0.44175137386217944,0.6604428015623768,nonlinear enhancement
2024,TEM,SOIL,0.12671065095977785,0.6806231373839217,0.7879020426770521,bivariate enhancement
2024,TEM,AET,0.12671065095977785,0.7214867698396468,0.8012440909922514,bivariate enhancement
2024,TEM,SWE,0.12671065095977785,0.44175137386217944,0.6728352717063661,nonlinear enhancement
2024,SOIL,AET,0.6806231373839217,0.7214867698396468,0.7352523214487043,bivariate enhancement
2024,SOIL,SWE,0.6806231373839217,0.44175137386217944,0.6969809539420933,bivariate enhancement
2024,AET,SWE,0.7214867698396468,0.44175137386217944,0.7331904550648727,bivariate enhancement
